"Code","SegmentID","UManhole.ManholeID","DManhole.ManholeID","Distance","ClockFrom","Severity","Reversed","WinCanDescription"
"LAT","20SW41-41A","20SW41","20SW41A",269.7,3,,FALSE,"Lateral connection"
"AMH","20SW41-41A","20SW41","20SW41A",269.7,12,,FALSE,"Access Man Hole"
"STOP","20SW41-41A","20SW41","20SW41A",270.5,,,FALSE,"Inspection Stopped"
"START DS","20SW41A-42","20SW41A","20SW42",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW41A-42","20SW41A","20SW42",55.4,3,,FALSE,"Lateral connection"
"TSA","20SW41A-42","20SW41A","20SW42",55.4,3,,FALSE,"Tap Saddle Active"
"TSA","20SW41A-42","20SW41A","20SW42",151.3,3,,FALSE,"Tap Saddle Active"
"AMH","20SW41A-42","20SW41A","20SW42",234.2,12,,FALSE,"Access Man Hole"
"LAT","20SW41A-42","20SW41A","20SW42",151.3,3,,FALSE,"Lateral connection"
"STOP","20SW41A-42","20SW41A","20SW42",234.2,,,FALSE,"Inspection Stopped"
"START DS","20SW42-43","20SW42","20SW43",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW42-43","20SW42","20SW43",52,3,,FALSE,"Lateral connection"
"TSA","20SW42-43","20SW42","20SW43",52,3,,FALSE,"Tap Saddle Active"
"LAT","20SW42-43","20SW42","20SW43",53.9,3,,FALSE,"Lateral connection"
"TSNA","20SW42-43","20SW42","20SW43",53.9,3,,FALSE,"Tap Saddle Not Active"
"AMH","20SW42-43","20SW42","20SW43",503.9,12,,FALSE,"Access Man Hole"
"STOP","20SW42-43","20SW42","20SW43",503.9,,,FALSE,"Inspection Stopped"
"START DS","20SW54A-54","20SW54A","20SW54",10,,,FALSE,"Start Inspection Downstream"
"AMH","20SW54A-54","20SW54A","20SW54",506.9,12,,FALSE,"Access Man Hole"
"STOP","20SW54A-54","20SW54A","20SW54",506.9,,,FALSE,"Inspection Stopped"
"START DS","20SW54-53","20SW54","20SW53",0,,,FALSE,"Start Inspection Downstream"
"AMH","20SW54-53","20SW54","20SW53",504.5,12,,FALSE,"Access Man Hole"
"STOP","20SW54-53","20SW54","20SW53",504.5,,,FALSE,"Inspection Stopped"
"START DS","20SW78-78A","20SW78","20SW78A",10,,,FALSE,"Start Inspection Downstream"
"AMH","20SW78-78A","20SW78","20SW78A",196.2,12,,FALSE,"Access Man Hole"
"STOP","20SW78-78A","20SW78","20SW78A",196.2,,,FALSE,"Inspection Stopped"
"START DS","20SW78A-54A","20SW78A","20SW54A",0,,,FALSE,"Start Inspection Downstream"
"AMH","20SW78A-54A","20SW78A","20SW54A",197.6,12,,FALSE,"Access Man Hole"
"STOP","20SW78A-54A","20SW78A","20SW54A",197.6,,,FALSE,"Inspection Stopped"
"START DS","20SW53-46","20SW53","20SW46",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW53-46","20SW53","20SW46",126,3,,FALSE,"Lateral connection"
"AMH","20SW53-46","20SW53","20SW46",126,12,,FALSE,"Access Man Hole"
"STOP","20SW53-46","20SW53","20SW46",126,,,FALSE,"Inspection Stopped"
"START DS","20SW46-45","20SW46","20SW45",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW46-45","20SW46","20SW45",140.3,1,,FALSE,"Lateral connection"
"TSA","20SW46-45","20SW46","20SW45",140.3,1,,FALSE,"Tap Saddle Active"
"AMH","20SW46-45","20SW46","20SW45",380.7,12,,FALSE,"Access Man Hole"
"STOP","20SW46-45","20SW46","20SW45",380.7,,,FALSE,"Inspection Stopped"
"START DS","20sw45-44","20SW45","20SW44",10,,,FALSE,"Start Inspection Downstream"
"MCU","20sw45-44","20SW45","20SW44",11.1,,,FALSE,"Camera underwater"
"Crack","20sw45-44","20SW45","20SW44",333.8,9,"Longitudinal",FALSE,"Crack in the pipe"
"AMH","20sw45-44","20SW45","20SW44",336.9,12,,FALSE,"Access Man Hole"
"STOP","20sw45-44","20SW45","20SW44",336.9,,,FALSE,"Inspection Stopped"
"START DS","20SW44-43","20SW44","20SW43",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW44-43","20SW44","20SW43",205.6,10,,FALSE,"Lateral connection"
"TSA","20SW44-43","20SW44","20SW43",205.6,10,,FALSE,"Tap Saddle Active"
"AMH","20SW44-43","20SW44","20SW43",327.5,12,,FALSE,"Access Man Hole"
"STOP","20SW44-43","20SW44","20SW43",327.5,,,FALSE,"Inspection Stopped"
"START US","20SW83-84","20SW84","20SW83",10,,,TRUE,"Start Inspection Upstream"
"LAT","20SW83-84","20SW84","20SW83",22.7,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",22.7,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",43.1,1,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",43.1,1,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",63.6,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",63.6,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",83.7,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",83.7,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",103.9,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",103.9,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",123.8,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",123.8,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",143.7,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",143.7,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",163.8,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",163.8,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",183.9,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",183.9,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",203.7,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",203.7,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",224,1,,TRUE,"Lateral connection"
"TSNA","20SW83-84","20SW84","20SW83",224,12,,TRUE,"Tap Saddle Not Active"
"LAT","20SW83-84","20SW84","20SW83",244.2,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",244.2,12,,TRUE,"Tap Factory Not Active"
"LAT","20SW83-84","20SW84","20SW83",264.2,12,,TRUE,"Lateral connection"
"TFNA","20SW83-84","20SW84","20SW83",264.2,12,,TRUE,"Tap Factory Not Active"
"Joint - Separated","20SW83-84","20SW84","20SW83",269,,"Small",TRUE,"Joint separated in the Pipe"
"Joint - Separated","20SW83-84","20SW84","20SW83",275.5,,"Medium",TRUE,"Joint separated in the Pipe"
"LAT","20SW83-84","20SW84","20SW83",324.5,3,,TRUE,"Lateral connection"
"AMH","20SW83-84","20SW84","20SW83",324.5,12,,TRUE,"Access Man Hole"
"STOP","20SW83-84","20SW84","20SW83",324.5,,,TRUE,"Inspection Stopped"
"START DS","20SW84-85","20SW84","20SW85",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW84-85","20SW84","20SW85",20.8,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",20.8,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",38.6,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",38.6,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",40.6,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",40.6,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",58.1,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",58.1,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",59.7,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",59.7,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",77.4,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",77.4,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",78.8,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",78.8,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",99.3,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",99.3,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",101.1,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",101.1,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",118.7,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",118.7,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",120.8,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",120.8,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",140.7,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",140.7,12,,FALSE,"Tap Factory Not Active"
"LAT","20SW84-85","20SW84","20SW85",142.3,12,,FALSE,"Lateral connection"
"TFNA","20SW84-85","20SW84","20SW85",142.3,12,,FALSE,"Tap Factory Not Active"
"AMH","20SW84-85","20SW84","20SW85",164.7,12,,FALSE,"Access Man Hole"
"STOP","20SW84-85","20SW84","20SW85",164.7,,,FALSE,"Inspection Stopped"
"START DS","20SW85-22A","20SW85","20SW22A",0,,,FALSE,"Start Inspection Downstream"
"AMH","20SW85-22A","20SW85","20SW22A",131.8,12,,FALSE,"Access Man Hole"
"STOP","20SW85-22A","20SW85","20SW22A",131.8,,,FALSE,"Inspection Stopped"
"START DS","20SW22A-22","20SW22A","20SW22",10,,,FALSE,"Start Inspection Downstream"
"MGO","20SW22A-22","20SW22A","20SW22",34.1,,,FALSE,"General Observation"
"STOP","20SW22A-22","20SW22A","20SW22",34.2,,,FALSE,"Inspection Stopped"
"START US","20SW22-22A","20SW22B","20SW22",10,,,TRUE,"Start Inspection Upstream"
"VC","20SW22-22A","20SW22B","20SW22",35.7,,,TRUE,"Vermon- Cockroaches"
"LAT","20SW22-22A","20SW22B","20SW22",82.2,10,,TRUE,"Lateral connection"
"TFA","20SW22-22A","20SW22B","20SW22",82.2,10,,TRUE,"Factory Tap Active"
"LAT","20SW22-22A","20SW22B","20SW22",107.8,1,,TRUE,"Lateral connection"
"TSA","20SW22-22A","20SW22B","20SW22",107.8,1,,TRUE,"Tap Saddle Active"
"Joint - Gasket","20SW22-22A","20SW22B","20SW22",107.8,1,,TRUE,"Joint Gasket exposed"
"Joint - Separated","20SW22-22A","20SW22B","20SW22",102.5,3,"Medium",TRUE,"Joint separated in the Pipe"
"AMH","20SW22-22A","20SW22B","20SW22",123.2,12,,TRUE,"Access Man Hole"
"VC","20SW22-22A","20SW22B","20SW22",123.2,,,TRUE,"Vermon- Cockroaches"
"STOP","20SW22-22A","20SW22B","20SW22",123.2,,,TRUE,"Inspection Stopped"
"START DS","20SW29-45","20SW29","20SW45",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW29-45","20SW29","20SW45",89.8,1,,FALSE,"Lateral connection"
"TSA","20SW29-45","20SW29","20SW45",89.8,1,,FALSE,"Tap Saddle Active"
"LAT","20SW29-45","20SW29","20SW45",92,9,,FALSE,"Lateral connection"
"TFNA","20SW29-45","20SW29","20SW45",92,9,,FALSE,"Tap Factory Not Active"
"AMH","20SW29-45","20SW29","20SW45",162.5,12,,FALSE,"Access Man Hole"
"STOP","20SW29-45","20SW29","20SW45",162.5,,,FALSE,"Inspection Stopped"
"START DS","20SW47-57","20SW47","20SW57",10,,,FALSE,"Start Inspection Downstream"
"AMH","20SW47-57","20SW47","20SW57",317.4,12,,FALSE,"Access Man Hole"
"STOP","20SW47-57","20SW47","20SW57",317.4,,,FALSE,"Inspection Stopped"
"START DS","20SW57-46","20SW57","20SW46",0,,,FALSE,"Start Inspection Downstream"
"AMH","20SW57-46","20SW57","20SW46",60,12,,FALSE,"Access Man Hole"
"STOP","20SW57-46","20SW57","20SW46",60,,,FALSE,"Inspection Stopped"
